,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Ticker
289,2020-06-30,USD,192483000000,58918000000,22327000000,25593000000,None,23976000000,133565000000,8126000000,None,78424000000,10552000000,67872000000,40123000000,36778000000,3266000000,9349000000,10237000000,124126000000,69883000000,None,2299000000,6156000000,6156000000,54243000000,None,39901000000,6156000000,39901000000,44953000000,16805000000,11056000000,68357000000,None,67776000000,10000000,950000000,UNH
290,2020-03-31,USD,189067000000,58807000000,21569000000,24445000000,None,24888000000,130260000000,8173000000,None,75501000000,10199000000,65302000000,37757000000,36578000000,2876000000,9474000000,10008000000,127463000000,78606000000,None,2509000000,15828000000,40509000000,48857000000,None,10000000000,15828000000,35779000000,50509000000,14652000000,10048000000,61604000000,None,62327000000,10000000,947000000,UNH
291,2019-12-31,USD,173889000000,42634000000,10985000000,14245000000,None,21462000000,131255000000,8704000000,4995000000,76008000000,10349000000,65659000000,40222000000,37209000000,3260000000,16567000000,9334000000,111727000000,61782000000,None,2622000000,3870000000,3870000000,48352000000,None,48104000000,3870000000,36808000000,39474000000,14595000000,10144000000,62162000000,None,61178000000,9000000,948000000,UNH
292,2019-09-30,USD,173709000000,43541000000,12363000000,15818000000,None,21116000000,130168000000,8501000000,None,75726000000,10521000000,65205000000,38200000000,36840000000,3455000000,6607000000,9101000000,113962000000,62641000000,None,2500000000,6387000000,6387000000,48419000000,None,38507000000,6387000000,38507000000,43690000000,14245000000,9912000000,59747000000,None,58696000000,9000000,947000000,UNH
293,2019-06-30,USD,167200000000,42038000000,13745000000,17269000000,None,18175000000,125162000000,8681000000,None,71999000000,9999000000,62000000000,36979000000,35696000000,3524000000,6594000000,8786000000,109144000000,62328000000,None,2019000000,7800000000,7800000000,43908000000,None,34473000000,7800000000,34473000000,41085000000,14474000000,9435000000,58056000000,None,56367000000,9000000,948000000,UNH
294,2019-03-31,USD,161197000000,42815000000,12407000000,15710000000,None,20457000000,118382000000,8230000000,None,68624000000,9245000000,59379000000,34854000000,33553000000,3303000000,6648000000,7975000000,104692000000,58933000000,None,None,3919000000,3919000000,45759000000,None,34419000000,3919000000,34419000000,37151000000,14445000000,8554000000,56505000000,None,55472000000,10000000,953000000,UNH
295,2018-12-31,USD,152221000000,38692000000,10866000000,14324000000,None,18250000000,113529000000,8458000000,4141000000,68235000000,9325000000,58910000000,35864000000,32510000000,3458000000,6118000000,4326000000,95994000000,53209000000,None,2396000000,1973000000,1973000000,43773000000,None,38564000000,1973000000,34581000000,35234000000,12244000000,5730000000,56227000000,None,55846000000,10000000,960000000,UNH
296,2018-09-30,USD,151087000000,38754000000,10263000000,13849000000,None,18262000000,112333000000,8042000000,None,68201000000,9498000000,58703000000,33532000000,31929000000,3586000000,6643000000,4161000000,96722000000,56377000000,None,None,1500000000,1500000000,40345000000,None,32053000000,1480000000,32053000000,32199000000,13648000000,5858000000,54365000000,None,54386000000,10000000,962000000,UNH
297,2018-06-30,USD,154611000000,46634000000,18368000000,21860000000,None,17646000000,107977000000,7906000000,None,64951000000,8680000000,56271000000,32904000000,31237000000,3492000000,7128000000,3883000000,101989000000,62052000000,None,None,2959000000,2959000000,39937000000,None,32096000000,2959000000,32096000000,33688000000,14999000000,5746000000,52622000000,None,52363000000,10000000,962000000,UNH
298,2018-03-31,USD,155569000000,48353000000,18243000000,22041000000,None,18290000000,107216000000,8144000000,None,65883000000,9033000000,56850000000,33239000000,29441000000,3798000000,8022000000,3748000000,103643000000,67667000000,None,7683000000,7379000000,7379000000,35976000000,None,28206000000,2956000000,28206000000,34166000000,14806000000,5557000000,51926000000,None,50494000000,10000000,962000000,UNH
299,2022-12-31,USD,49489800000,18034500000,2067000000,2211800000,4309700000,6896000000,27195500000,10144000000,10233400000,11279600000,7206600000,4073000000,646300000,2901800000,144800000,2954100000,None,38840000000,17138200000,1930600000,219200000,1501100000,1498000000,21576200000,None,14815300000,3100000,14737500000,16238600000,2370300000,1736700000,10649800000,50500000,10042600000,594100000,901544000,LLY
300,2022-09-30,USD,47461500000,17639900000,2617400000,2742100000,3831100000,8324800000,29821600000,9311300000,10074000000,11015700000,7124100000,3891600000,622200000,2574600000,124700000,2741900000,4535700000,37391400000,15652800000,1683200000,232500000,1744600000,1741300000,21642800000,None,14147100000,3300000,14143800000,15888400000,1986900000,1852900000,10070100000,50500000,10006500000,594100000,900700000,LLY
301,2022-06-30,USD,47063600000,17115200000,2622900000,2736700000,3899400000,7672400000,29948400000,9128200000,10119700000,11389500000,7497700000,3891800000,553400000,2587200000,113800000,2806700000,4471600000,38518900000,15620600000,1659300000,242100000,2121800000,2117100000,22783800000,None,14696700000,4700000,14692000000,16813800000,2003500000,1783100000,8544700000,50500000,8556000000,594100000,900300000,LLY
302,2022-03-31,USD,46919300000,16964700000,2459200000,2568300000,3893000000,7805700000,29954600000,9102700000,10138300000,11374400000,7482400000,3892000000,567100000,2727300000,109100000,2697700000,4285300000,37588500000,13386000000,1433300000,251600000,1355900000,499700000,24071300000,None,16009100000,856200000,15152900000,16508800000,2536700000,1713900000,9330800000,50500000,9369400000,594100000,903700000,LLY
303,2021-12-31,USD,48806000000,18452400000,3818500000,3908600000,3886000000,6672800000,26355100000,8985100000,9976700000,11583900000,7691900000,3892000000,581000000,3212600000,90100000,2530600000,4082700000,39826800000,15052700000,1670600000,262600000,1538300000,143500000,24598500000,None,16741200000,1538300000,15346400000,16884700000,3027500000,1644300000,8979200000,52700000,8958500000,596300000,904752000,LLY
304,2021-09-30,USD,48187000000,17808300000,3788200000,3825300000,3907400000,7025000000,30378700000,8920400000,9962800000,11771800000,7887700000,3884100000,501600000,3350500000,37100000,3050600000,3710400000,40430000000,13682000000,1566800000,278400000,1563000000,1563000000,26550900000,None,17085400000,1563000000,15522400000,17085400000,2326500000,1748700000,7757000000,52700000,9639400000,598200000,906700000,LLY
305,2021-06-30,USD,47809000000,17295500000,3220000000,3271200000,3824900000,6902800000,30513500000,8855500000,9842200000,11869600000,7985400000,3884200000,502900000,3474900000,51200000,3296600000,3638600000,41364600000,15093200000,1597800000,270900000,1778500000,200000000,26052300000,None,16315100000,1578500000,14736600000,16515100000,2624900000,1801900000,6444400000,52700000,8530100000,598100000,907300000,LLY
