,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,Ticker
1216,2022-09-30,USD,532661000,879111000,346450000,346450000,160438000,263360000,94047000,374981000,None,-2785000,782000,2785000,881896000,-275000,None,17374000,158160000,34466000,2785000,108154000,64561000,160945000,178319000,123694000,AKAM
1217,2022-06-30,USD,553751000,900400000,346649000,346649000,175042000,267884000,92070000,377026000,None,-2932000,None,2932000,903332000,816000,None,16972000,170595000,32755000,2932000,119537000,65069000,173527000,190499000,137840000,AKAM
1218,2022-03-31,USD,568200000,900952000,332752000,332752000,173319000,275981000,99935000,401811000,None,-2695000,None,2695000,903647000,-9565000,None,13644000,153213000,19837000,2695000,119163000,99657000,155908000,169552000,133376000,AKAM
1219,2021-12-31,USD,579955000,905358000,325403000,325403000,196085000,272954000,93173000,387899000,3434000,-18317000,3434000,18317000,905358000,-222000,None,12600000,179550000,19016000,18317000,579955000,145155000,197867000,210467000,160534000,AKAM
1220,2021-09-30,USD,525323000,842189000,316866000,316866000,205265000,242779000,82899000,337678000,2872000,-18144000,2872000,18144000,860333000,3635000,None,12000000,192564000,13648000,18144000,178916000,156747000,210708000,222708000,178916000,AKAM
1221,2021-06-30,USD,514787000,834787000,320000000,320000000,199434000,246189000,77255000,335504000,4736000,-18037000,4736000,18037000,852824000,-811000,None,12060000,174506000,18009000,18037000,156497000,172287000,192543000,204603000,156497000,AKAM
1222,2021-03-31,USD,518187000,824874000,306687000,306687000,182364000,253069000,82045000,347464000,4578000,-17834000,4578000,17834000,842708000,-817000,None,11427000,167593000,11898000,17834000,155695000,128549000,185427000,196854000,155695000,AKAM
1223,2020-12-31,USD,542440000,846287000,303847000,303847000,134617000,302854000,67228000,412828000,6270000,-17342000,6270000,17342000,846287000,5415000,None,10845000,117528000,4158000,17342000,542440000,139023000,134870000,145715000,113370000,AKAM
1224,2020-09-30,USD,492082000,775521000,283439000,283439000,181158000,251114000,66773000,328187000,6307000,-17324000,6307000,17324000,792845000,-2158000,None,10300000,167424000,8801000,17324000,158623000,170076000,184748000,195048000,158623000,AKAM
1225,2020-06-30,USD,500662000,777466000,276804000,276804000,190429000,253178000,64090000,327668000,9502000,-17249000,9502000,17249000,794715000,-1603000,None,10400000,180586000,18671000,17249000,161915000,183603000,197835000,208235000,161915000,AKAM
1226,2020-03-31,USD,478515000,747097000,268582000,268582000,152330000,251147000,71224000,345107000,7043000,-17205000,7043000,17205000,764302000,-4108000,None,10400000,137438000,14292000,17205000,123146000,89295000,154643000,165043000,123146000,AKAM
1227,2019-12-31,USD,514373000,772123000,257750000,257750000,135322000,290169000,68898000,386086000,11402000,-16675000,11402000,16675000,772123000,-609000,None,9729000,129732000,10632000,16675000,514373000,130380000,146407000,156136000,119100000,AKAM
1228,2019-09-30,USD,451686000,698624000,246938000,246938000,143289000,245474000,64887000,319685000,7908000,-12127000,7908000,12127000,709912000,-752000,None,9624000,136930000,-960000,12127000,137890000,123950000,149057000,158681000,137890000,AKAM
1229,2019-06-30,USD,455354000,697547000,242193000,242193000,135782000,255222000,61439000,327051000,6410000,-8446000,6410000,8446000,705074000,-578000,None,9600000,133168000,19253000,8446000,113915000,118410000,141614000,151214000,113915000,AKAM
1230,2019-03-31,USD,453649000,694392000,240743000,240743000,134525000,249111000,66141000,331240000,8635000,-12116000,8635000,12116000,706508000,511000,None,9599000,131555000,24425000,12116000,107130000,109063000,143671000,153270000,107130000,AKAM
1231,2018-12-31,USD,469436000,713363000,243927000,243927000,120288000,267362000,60342000,350148000,7308000,-14582000,None,14582000,713363000,59000,None,8292000,113073000,19058000,14582000,469436000,93321000,127655000,135947000,94015000,AKAM
1232,2018-09-30,USD,415816000,655062000,239246000,239246000,116537000,245234000,61049000,313845000,9258000,-14566000,None,14566000,669628000,-459000,None,8294000,110770000,3187000,14566000,107583000,101336000,125336000,133630000,107583000,AKAM
1233,2018-06-30,USD,418068000,653555000,235487000,235487000,57117000,301886000,59709000,370155000,6409000,-9204000,None,9204000,662759000,-2769000,None,8294000,51553000,8492000,9204000,43061000,19424000,60757000,69051000,43061000,AKAM
1234,2018-03-31,USD,433899000,668724000,234825000,234825000,68557000,276938000,65065000,365342000,3965000,-4850000,None,4850000,668724000,21000,None,8431000,67693000,13979000,4850000,53714000,57310000,72543000,80974000,53714000,AKAM
1235,2022-12-31,USD,483000000,591700000,527800000,115800000,-80400000,162400000,238500000,563400000,6600000,-8600000,None,8600000,595000000,-1500000,35000000,87100000,-78400000,-406700000,8600000,328300000,337500000,-80400000,17300000,328300000,DBX
1236,2022-09-30,USD,481300000,601400000,292200000,109700000,89300000,160400000,227600000,392000000,4700000,-1000000,1700000,1000000,596100000,7200000,35100000,14100000,98200000,15000000,1000000,83200000,66000000,89300000,113300000,83200000,DBX
1237,2022-06-30,USD,466900000,573700000,297000000,105800000,82900000,160300000,215000000,384000000,2600000,-1100000,None,1100000,568800000,-3300000,35400000,13500000,79100000,17100000,1100000,62000000,49200000,82900000,93700000,62000000,DBX
1238,2022-03-31,USD,449500000,568700000,266100000,112900000,89500000,149200000,210800000,360000000,1800000,-1000000,None,1000000,565200000,5700000,35400000,4000000,93800000,14100000,1000000,79700000,54200000,89500000,98800000,79700000,DBX
1239,2021-12-31,USD,449700000,559900000,404900000,115800000,70200000,163600000,201900000,379500000,2000000,-9800000,None,9800000,564500000,17000000,36700000,111500000,85800000,-38800000,9800000,124600000,117200000,70200000,207100000,124600000,DBX
1240,2021-09-30,USD,438200000,553300000,289600000,112000000,77300000,173600000,187300000,360900000,1700000,-1100000,None,1100000,548800000,500000,34800000,4000000,76100000,500000,1100000,75600000,74600000,77300000,81200000,75600000,DBX
1241,2021-06-30,USD,423500000,535000000,264800000,107100000,84400000,153600000,185500000,339100000,1900000,-1000000,None,1000000,531000000,7500000,32700000,4100000,91000000,3000000,1000000,88000000,89200000,84400000,96100000,88000000,DBX
1242,2021-03-31,USD,402300000,515000000,291000000,109300000,42500000,161300000,181200000,359800000,1900000,-700000,None,700000,511800000,5100000,31500000,3100000,46400000,-1200000,700000,47600000,41300000,42500000,50200000,47600000,DBX
1243,2020-12-31,USD,398300000,473000000,162400000,105800000,-346600000,170100000,176600000,744900000,2100000,-8700000,None,8700000,504900000,2000000,35200000,112700000,-345500000,300000,8700000,-324800000,-341700000,-346600000,-224100000,-345800000,DBX
1244,2020-09-30,USD,384200000,491200000,277700000,103200000,30000000,170900000,183300000,354200000,2600000,-100000,100000,100000,489500000,3500000,37400000,3600000,33600000,900000,100000,32700000,32100000,30000000,37300000,32700000,DBX
1245,2020-06-30,USD,364900000,470300000,272300000,102500000,12800000,166300000,185800000,352100000,2700000,-200000,100000,200000,468600000,9000000,36500000,3500000,21900000,4400000,200000,17500000,26400000,12800000,25600000,17500000,DBX
1246,2020-03-31,USD,351900000,487500000,249900000,103100000,26800000,143300000,181800000,325100000,5100000,-100000,2400000,100000,453800000,10600000,36000000,3500000,39800000,500000,100000,39300000,34500000,26800000,43400000,39300000,DBX
1247,2019-12-31,USD,341100000,409000000,316600000,104900000,-6600000,170800000,176900000,347700000,5300000,-2400000,2900000,2400000,447900000,1600000,37400000,40900000,-2400000,4200000,2400000,-6600000,-5400000,-6600000,40900000,-6600000,DBX
1248,2019-09-30,USD,323400000,427100000,295800000,104800000,-18600000,169200000,172800000,342000000,5700000,-2300000,2400000,2300000,427600000,200000,37100000,21800000,-15400000,1600000,2300000,-17000000,-16800000,-18600000,8700000,-17000000,DBX
1249,2019-06-30,USD,298600000,400300000,297300000,102900000,-34000000,170200000,162400000,332600000,5600000,-2300000,2700000,2300000,401000000,10000000,42300000,24200000,-20800000,600000,2300000,-21400000,-21300000,-34000000,5700000,-21400000,DBX
1250,2019-03-31,USD,287200000,385600000,259700000,98400000,-21300000,158500000,150000000,308500000,-6200000,-2200000,3700000,2200000,385600000,4200000,43100000,2800000,-13400000,-5700000,2200000,-7700000,-4700000,-21300000,-8400000,-7700000,DBX
1251,2018-12-31,USD,281500000,374000000,835400000,94400000,-12000000,156700000,136800000,293500000,6000000,-2100000,None,2100000,1391200000,700000,43200000,9700000,-7400000,2100000,2100000,-9500000,-12600000,-12000000,4400000,-9500000,DBX
1252,2018-09-30,USD,270100000,360300000,90200000,90200000,-8900000,145800000,133200000,279000000,5000000,-2100000,None,2100000,-1000000,500000,43300000,3200000,-6000000,-200000,2100000,-5800000,-5800000,-8900000,-700000,-5800000,DBX
1253,2018-06-30,USD,249700000,339200000,89500000,89500000,-7200000,137200000,119700000,256900000,4300000,-1900000,None,1900000,-1100000,2200000,38000000,2900000,-3000000,1100000,1900000,-4100000,-7800000,-7200000,1800000,-4100000,DBX
1254,2018-03-31,USD,195700000,316300000,120600000,120600000,-465900000,283100000,378500000,661600000,1400000,None,None,1200000,700000,3400000,34100000,2400000,-463700000,1800000,None,-465500000,-464100000,-465900000,-463500000,-465500000,DBX
1255,2022-12-31,USD,226276000,355040000,128764000,128764000,-32603000,39941000,120994000,258879000,None,-13256000,None,13256000,None,None,None,6720000,-45071000,-6096000,None,-38975000,None,-58327000,-51607000,-38975000,WIX
1256,2022-09-30,USD,217948000,345805000,127857000,127857000,-62311000,42427000,120384000,280259000,None,21142000,None,21142000,None,None,None,5426000,-41038000,6323000,None,-47361000,None,-19896000,-14470000,-47361000,WIX
1257,2022-06-30,USD,210367000,345224000,134857000,134857000,-75022000,163771000,121618000,420246000,None,-46926000,None,None,None,None,None,None,-121890000,-10652000,None,-111238000,None,-74963000,-69420000,-111238000,WIX
1258,2022-03-31,USD,206848000,341597000,134749000,134749000,-115417000,45686000,119865000,322265000,None,-144473000,None,None,None,None,None,5109000,-259844000,-32555000,None,-227289000,None,-259844000,-254735000,-227289000,WIX
1259,2021-12-31,USD,199543000,328342000,128799000,128799000,-98272000,56926000,116329000,297815000,None,-16868000,None,None,None,None,None,3986000,-114749000,-3730000,None,-111019000,None,-114749000,-110763000,-111019000,WIX
1260,2021-09-30,USD,198268000,320797000,122529000,122529000,-69963000,38917000,109323000,268231000,None,111917000,None,None,None,None,None,6640000,42041000,25374000,None,16667000,None,42041000,48681000,16667000,WIX
1261,2021-06-30,USD,194987000,316406000,121419000,121419000,-71644000,39411000,104199000,266631000,None,143969000,None,None,None,None,None,4224000,72366000,34409000,None,37957000,None,72366000,76590000,37957000,WIX
1262,2021-03-31,USD,188280000,304112000,115832000,115832000,-85655000,34394000,95086000,273935000,None,-28013000,None,None,None,None,None,4031000,-113603000,8149000,None,-121752000,None,-113603000,-109572000,-121752000,WIX
1263,2020-12-31,USD,179227000,282534000,103307000,103307000,-55460000,35433000,89625000,234687000,None,-10158000,None,20462000,None,None,None,4408000,1125000,12548000,None,-62789000,None,21587000,25995000,-11423000,WIX
1264,2020-09-30,USD,174540000,254180000,79640000,79640000,-49740000,139607000,84473000,224080000,None,-7298000,None,7298000,None,None,None,4538000,-57013000,-171000,None,-56842000,None,-49715000,-45177000,-56842000,WIX
1265,2020-06-30,USD,165577000,236059000,70482000,70482000,-53751000,143864000,75464000,219328000,None,-3339000,None,3339000,None,None,None,4103000,-57062000,674000,None,-57736000,None,-53723000,-49620000,-57736000,WIX
1266,2020-03-31,USD,153917000,215987000,62070000,62070000,-38391000,121592000,70716000,192308000,None,1145000,1145000,1145000,None,None,None,4138000,-37215000,1938000,None,-39153000,None,-37215000,-33077000,-39153000,WIX
1267,2019-12-31,USD,147353000,204588000,57235000,57235000,-17692000,98411000,66634000,165045000,None,-611000,2553000,2553000,None,None,None,5732000,-20339000,1234000,None,-21573000,None,-20339000,-14607000,-21573000,WIX
1268,2019-09-30,USD,143496000,196791000,53295000,53295000,-20605000,99613000,64488000,164101000,None,1242000,1242000,1242000,None,None,None,3927000,-19246000,-1879000,None,-17367000,None,-19246000,-15319000,-17367000,WIX
1269,2019-06-30,USD,138757000,185419000,46662000,46662000,-14161000,91432000,61486000,152918000,None,-580000,580000,580000,None,None,None,3665000,-14733000,2001000,None,-16734000,None,-14733000,-11068000,-16734000,WIX
1270,2019-03-31,USD,134575000,174290000,39715000,39715000,-27792000,104184000,58183000,162367000,None,-1730000,1730000,1730000,None,None,None,3390000,-29498000,1242000,None,-30740000,None,-29498000,-26108000,-30740000,WIX
1271,2018-12-31,USD,129708000,164197000,34489000,34489000,-2173000,77323000,54558000,131881000,None,None,None,1688000,None,None,None,3150000,-4451000,1476000,None,-5753000,None,-4277000,-1127000,-5753000,WIX
1272,2018-09-30,USD,122623000,155600000,32977000,32977000,-3498000,76761000,49360000,126121000,None,None,None,2509000,None,None,None,2958000,-5990000,-74000,None,-5916000,None,-5990000,-3032000,-5916000,WIX
1273,2018-06-30,USD,115695000,146132000,30437000,30437000,-6507000,14855000,48492000,122202000,None,None,None,2509000,None,None,None,2900000,-4912000,728000,None,-5640000,None,-4912000,-2012000,-5640000,WIX
1274,2018-03-31,USD,108731000,137775000,29044000,29044000,-18452000,13670000,46502000,127183000,None,None,None,129000,None,None,None,2500000,-18560000,1251000,None,-19811000,None,-18560000,-16060000,-19811000,WIX
1275,2017-12-31,USD,100869000,118545000,17676000,17676000,-7523000,13521000,43965000,108392000,None,None,None,8026000,None,None,None,2000000,-8586000,-1981000,None,-21891000,None,-8586000,-6586000,-6605000,WIX
1276,2023-02-03,USD,2091000000,3646000000,1555000000,658000000,658000000,1490000000,908000000,2463000000,None,-82000000,45000000,82000000,3713000000,53000000,None,64000000,666000000,172000000,84000000,494000000,503000000,748000000,812000000,494000000,VMW
1277,2022-10-28,USD,1700000000,3134000000,1434000000,619000000,390000000,1370000000,832000000,2266000000,None,-77000000,57000000,77000000,3211000000,-14000000,None,64000000,319000000,88000000,77000000,231000000,231000000,396000000,460000000,231000000,VMW
1278,2022-07-29,USD,1834000000,3262000000,1428000000,604000000,566000000,1356000000,803000000,2231000000,None,-74000000,95000000,74000000,3336000000,-20000000,None,65000000,479000000,132000000,74000000,347000000,343000000,553000000,618000000,347000000,VMW
1279,2022-04-29,USD,1645000000,3017000000,1372000000,602000000,408000000,1304000000,774000000,2146000000,None,-71000000,70000000,71000000,3088000000,-10000000,None,68000000,328000000,86000000,71000000,242000000,238000000,399000000,467000000,242000000,VMW
