,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,Ticker
1092,2018-12-31,USD,46369000,115068000,68699000,24712000,3308000,68699000,18376000,68699000,2120000,5146000,5173000,27000,115095000,2120000,None,6800000,5172000,340000,27000,4832000,3319000,5199000,11999000,4832000,TWOU
1093,2018-09-30,USD,20741000,106663000,85922000,22937000,-11857000,79522000,16361000,85922000,1799000,-27000,None,27000,106690000,1799000,None,6400000,-10358000,-414000,27000,-9944000,-12725000,-10331000,-3931000,-9944000,TWOU
1094,2018-06-30,USD,10215000,96571000,86356000,23304000,-21972000,80856000,15235000,86356000,912000,-27000,None,27000,96598000,912000,None,5500000,-21912000,-3565000,27000,-18347000,-32525000,-21885000,-16385000,-18347000,TWOU
1095,2018-03-31,USD,11839000,91866000,80027000,19540000,-16019000,74927000,13840000,80027000,342000,-27000,None,27000,91893000,342000,None,5100000,-16099000,-1228000,27000,-14871000,-10239000,-16072000,-10972000,-14871000,TWOU
1096,2022-12-01,USD,893000000,4085000000,3192000000,3192000000,-209000000,251000000,849000000,1100000000,88000000,37000000,88000000,51000000,None,-4000000,None,1921000000,-187000000,8000000,None,-184000000,-108000000,-136000000,1785000000,-195000000,MU
1097,2022-09-01,USD,2622000000,6643000000,4021000000,4021000000,1521000000,280000000,839000000,1137000000,54000000,9000000,54000000,45000000,None,23000000,None,1882000000,1548000000,56000000,None,1492000000,1296000000,1593000000,3475000000,1492000000,MU
1098,2022-06-02,USD,4035000000,8642000000,4607000000,4607000000,3004000000,264000000,773000000,1031000000,20000000,-24000000,20000000,44000000,None,8000000,None,1821000000,2984000000,358000000,None,2630000000,2400000000,3028000000,4849000000,2626000000,MU
1099,2022-03-03,USD,3676000000,7786000000,4110000000,4110000000,2546000000,263000000,792000000,1125000000,12000000,-43000000,12000000,55000000,None,6000000,None,1742000000,2518000000,255000000,None,2263000000,2216000000,2573000000,4315000000,2263000000,MU
1100,2021-12-02,USD,3565000000,7559000000,4464000000,4122000000,2631000000,259000000,712000000,1054000000,10000000,-45000000,10000000,45000000,-83000000,-75000000,None,45000000,2525000000,219000000,83000000,-83000000,2213000000,2570000000,2615000000,2306000000,MU
1101,2021-09-02,USD,3912000000,8251000000,4660000000,4362000000,2955000000,236000000,705000000,979000000,9000000,-47000000,9000000,47000000,8298000000,19000000,None,40000000,2950000000,230000000,47000000,2720000000,2675000000,2997000000,3037000000,2720000000,MU
1102,2021-06-03,USD,3126000000,7375000000,4995000000,4296000000,1799000000,230000000,670000000,1369000000,8000000,-46000000,8000000,46000000,7421000000,45000000,None,16000000,1800000000,65000000,47000000,1735000000,1701000000,1846000000,1862000000,1735000000,MU
1103,2021-03-04,USD,1649000000,6194000000,4823000000,4587000000,663000000,214000000,641000000,877000000,10000000,-42000000,10000000,42000000,6236000000,4000000,None,17000000,651000000,48000000,42000000,603000000,574000000,693000000,710000000,603000000,MU
1104,2020-12-03,USD,1736000000,5725000000,4295000000,4037000000,866000000,214000000,647000000,905000000,10000000,-48000000,10000000,48000000,5773000000,13000000,None,36000000,854000000,51000000,48000000,803000000,842000000,902000000,938000000,803000000,MU
1105,2020-09-03,USD,2068000000,6016000000,4379000000,3988000000,1157000000,231000000,630000000,1018000000,13000000,-50000000,13000000,50000000,6066000000,5000000,None,110000000,1124000000,136000000,50000000,990000000,1070000000,1174000000,1284000000,988000000,MU
1106,2020-05-28,USD,1763000000,5384000000,3924000000,3675000000,888000000,216000000,649000000,898000000,23000000,-51000000,23000000,51000000,5435000000,10000000,None,29000000,871000000,68000000,51000000,805000000,801000000,922000000,951000000,803000000,MU
1107,2020-02-27,USD,1355000000,4749000000,3714000000,3442000000,440000000,223000000,681000000,953000000,34000000,-46000000,34000000,46000000,4795000000,-1000000,None,39000000,426000000,21000000,46000000,407000000,390000000,472000000,511000000,405000000,MU
1108,2019-11-28,USD,1366000000,5137000000,4025000000,3778000000,518000000,211000000,640000000,887000000,44000000,-47000000,44000000,47000000,5184000000,46000000,None,40000000,546000000,55000000,5000000,508000000,488000000,593000000,633000000,491000000,MU
1109,2019-08-29,USD,1395000000,4870000000,3565000000,3475000000,650000000,212000000,623000000,756000000,57000000,-39000000,57000000,39000000,4870000000,-13000000,None,1416000000,632000000,71000000,49000000,650000000,562000000,671000000,2087000000,561000000,MU
1110,2019-05-30,USD,1828000000,4758000000,3175000000,2960000000,1010000000,206000000,606000000,821000000,52000000,-29000000,52000000,29000000,4787000000,-317000000,None,1360000000,705000000,-135000000,29000000,851000000,842000000,734000000,2094000000,840000000,MU
1111,2019-02-28,USD,2864000000,5805000000,3231000000,2971000000,1957000000,209000000,601000000,861000000,58000000,-27000000,58000000,27000000,5832000000,-84000000,None,1313000000,1899000000,280000000,27000000,1625000000,1630000000,1926000000,3239000000,1619000000,MU
1112,2018-11-29,USD,4615000000,7889000000,3540000000,3298000000,3759000000,209000000,611000000,853000000,38000000,-33000000,None,33000000,7922000000,9000000,None,1335000000,3770000000,477000000,19000000,3296000000,3278000000,3803000000,5138000000,3293000000,MU
1113,2018-08-30,USD,5151000000,8440000000,3289000000,3289000000,4377000000,215000000,567000000,714000000,34000000,-50000000,None,50000000,8440000000,-15000000,None,1285000000,4345000000,20000000,49000000,4377000000,4313000000,4395000000,5680000000,4325000000,MU
1114,2018-05-31,USD,4723000000,7797000000,3074000000,3074000000,3953000000,211000000,603000000,814000000,36000000,-80000000,None,80000000,-24000000,-193000000,None,1233000000,3714000000,-109000000,80000000,3823000000,3802000000,3794000000,5027000000,3823000000,MU
1115,2018-03-01,USD,4270000000,7351000000,3081000000,3081000000,3567000000,196000000,523000000,726000000,27000000,-88000000,None,88000000,7324000000,-53000000,None,1151000000,3452000000,143000000,88000000,3567000000,3328000000,3540000000,4691000000,3309000000,MU
1116,2022-12-31,USD,364153000,523552000,541051000,160593000,-255610000,350552000,88764000,619763000,None,-1194000,1194000,1194000,524746000,-25046000,19200000,-150541000,-281850000,2213000,1194000,-284063000,-274882000,-280656000,-431197000,-284063000,RNG
1117,2022-09-30,USD,341558000,507854000,576849000,167474000,-182559000,334175000,86700000,524117000,None,-1178000,78578000,1178000,509032000,-100006000,18300000,75200000,-283743000,873000,1178000,-284616000,-292978000,-282565000,-207365000,-284616000,RNG
1118,2022-06-30,USD,328706000,485693000,568742000,158190000,-107764000,339952000,96518000,436470000,None,-1203000,1253100,1203000,486896000,-49500000,17600000,70600000,-158467000,1048000,1203000,-159515000,-167697000,-157264000,-86664000,-159515000,RNG
1119,2022-03-31,USD,312182000,466424000,609153000,155474000,-103542000,325450000,90274000,415724000,None,-1232000,47832000,1232000,467656000,-45219000,16900000,128229000,-149993000,979000,1232000,-150972000,-153034000,-148761000,-20532000,-150972000,RNG
1120,2021-12-31,USD,312480000,432311000,423236000,136016000,-103259000,328958000,86781000,415739000,None,-16185000,16185000,16185000,448496000,2188000,16200000,-41738000,-117256000,1101000,16185000,-118357000,-119742000,-101071000,-142809000,-118357000,RNG
1121,2021-09-30,USD,304180000,398652000,445543000,110449000,-83135000,303194000,84121000,387315000,None,-15977000,64677000,15977000,414629000,-47062000,15500000,31900000,-146174000,577000,15977000,-146751000,-149327000,-130197000,-98297000,-146751000,RNG
1122,2021-06-30,USD,274350000,363331000,406293000,104923000,-73381000,271570000,76161000,347731000,None,-15942000,15942000,15942000,379273000,-21223000,14200000,29800000,-110546000,410000,15942000,-110956000,-109745000,-94604000,-64804000,-110956000,RNG
1123,2021-03-31,USD,255375000,335226000,383512000,96981000,-42011000,234710000,62676000,297386000,None,-16278000,16278000,16278000,351504000,58543000,13000000,51821000,254000,440000,16936000,-186000,-3598000,16532000,68353000,-186000,RNG
1124,2020-12-31,USD,243324000,334536000,269894000,91212000,-28743000,215493000,56574000,272067000,None,-16501000,16501000,16501000,334536000,43548000,12000000,-36811000,-1696000,131000,17462000,-28743000,1457000,14805000,-22006000,-1827000,RNG
1125,2020-09-30,USD,221310000,290944000,305813000,82314000,-29670000,202499000,48481000,250980000,None,-12680000,12680000,12680000,303624000,21824000,10500000,21000000,-20526000,431000,12680000,-20957000,-18537000,-7846000,13154000,-20957000,RNG
1126,2020-06-30,USD,201348000,265387000,283302000,76637000,-29336000,187165000,43519000,230684000,None,-12598000,12598000,12598000,277985000,42603000,9400000,19500000,669000,160000,12598000,469000,1280000,13267000,32767000,509000,RNG
1127,2020-03-31,USD,194068000,251796000,287049000,73444000,-25490000,178648000,40910000,219558000,None,-7502000,7502000,7502000,259298000,-27517000,7900000,34957000,-60521000,200000,14752000,-60721000,-62338000,-53019000,-18062000,-60721000,RNG
1128,2019-12-31,USD,185992000,252865000,246386000,66873000,-20369000,167703000,38658000,206361000,None,-5232000,5232000,5232000,252865000,129000,7600000,11810000,-25490000,-233000,5232000,-20369000,-23660000,-20258000,-8448000,-25257000,RNG
1129,2019-09-30,USD,173647000,228192000,219029000,59705000,-10663000,149024000,35286000,184310000,None,-5160000,5160000,5160000,233352000,2926000,7300000,9574000,-12897000,-148000,5160000,-12797000,-14491000,-7737000,1837000,-12749000,RNG
1130,2019-06-30,USD,161522000,210064000,199000000,53630000,-7180000,136070000,32632000,168702000,None,-5088000,5088000,5088000,215152000,3141000,6500000,8790000,-9143000,100000,5088000,-9243000,-9001000,-4055000,4735000,-9243000,RNG
1131,2019-03-31,USD,150654000,196468000,186861000,50835000,-7463000,128330000,29787000,158117000,None,-5032000,5032000,5032000,201500000,3051000,5800000,7696000,-9444000,-3086000,5032000,-6358000,-6733000,-4412000,3284000,-6358000,RNG
1132,2018-12-31,USD,144509000,188624000,170877000,44115000,-3404000,120683000,27230000,147913000,None,-4939000,None,4939000,188624000,2531000,5000000,6079000,-5812000,-134000,4939000,-3404000,-6025000,-873000,5206000,-5678000,RNG
1133,2018-09-30,USD,134551000,168909000,160805000,39274000,-7027000,115231000,26347000,141578000,None,-4916000,None,4916000,173825000,2533000,4800000,5718000,-9418000,100000,4916000,-9518000,-9740000,-4502000,1216000,-9518000,RNG
1134,2018-06-30,USD,122766000,155996000,146572000,38066000,-4654000,102606000,24814000,127420000,None,-4836000,None,4836000,160832000,1338000,4700000,5934000,-8152000,139000,4836000,-8291000,-8716000,-3316000,2618000,-8291000,RNG
1135,2018-03-31,USD,114669000,150343000,35674000,35674000,-1351000,93369000,22651000,116020000,None,-1411000,None,1411000,-267000,73000,4500000,5542000,-2689000,27000,1411000,-2716000,-2494000,-1278000,4264000,-2716000,RNG
1136,2022-12-31,USD,-853000000,3621000000,3973000000,2407000000,379000000,583000000,None,1556000000,6000000,-128000000,122000000,128000000,3749000000,18000000,None,2407000000,275000000,48000000,128000000,227000000,398000000,403000000,2810000000,227000000,IQV
1137,2022-09-30,USD,812000000,3454000000,2842000000,2321000000,472000000,517000000,None,521000000,4000000,-108000000,4000000,108000000,3562000000,-8000000,None,248000000,353000000,70000000,108000000,283000000,82000000,461000000,709000000,283000000,IQV
1138,2022-06-30,USD,795000000,3447000000,2818000000,2331000000,453000000,483000000,None,487000000,2000000,-94000000,2000000,94000000,3541000000,-33000000,None,270000000,327000000,71000000,94000000,256000000,-22000000,421000000,691000000,256000000,IQV
1139,2022-03-31,USD,799000000,3482000000,2818000000,2323000000,495000000,488000000,None,495000000,1000000,-86000000,1000000,86000000,3568000000,-10000000,None,255000000,396000000,71000000,86000000,325000000,312000000,482000000,737000000,325000000,IQV
